bookID,authors,average_rating,isbn,isbn13,language_code,  num_pages,publication_date,publisher,ratings_count,text_reviews_count,title
7071,John Irving,3.34,345441303,9.78035E+12,eng,222,10/10/2000,Ballantine Books,1113,60,My Movie Business: A Memoir
7076,John Irving,3.83,517146541,9.78052E+12,eng,718,5/21/1995,Wings,304,8,Setting Free the Bears / The Water-Method Man / The 158-Pound Marriage
7078,Richard A. Hawley/John Irving,3.99,839731949,9.78084E+12,eng,240,9/1/2002,Paul S. Eriksson,11,4,The Headmaster's Papers
7086,Philip K. Dick,4.08,345323882,9.78035E+12,eng,216,7/12/1987,Del Rey,49,5,Blade Runner
7089,K.A. Applegate/Katherine Applegate,3.77,590997300,9.78059E+12,eng,170,9/1/1997,Scholastic  Inc.,3856,119,The Android (Animorphs  #10)
7090,Tracy Kidder,4.11,316491977,9.78032E+12,eng,293,6/1/2000,Back Bay Books,5480,438,The Soul of a New Machine
7092,Peter Cozzens,4.17,252062299,9.78025E+12,eng,282,7/1/1991,University of Illinois Press,273,21,No Better Place to Die: The Battle Of Stones River
7093,Bruce Catton/E.B. Long,4.33,1842122916,9.78184E+12,eng,558,12/31/2001,Phoenix Press (UK),1552,33,Never Call Retreat
7101,John Dos Passos,3.82,618056815,9.78062E+12,eng,326,5/25/2000,Mariner Books,5290,321,The 42nd Parallel (U.S.A.  #1)
7102,John Dos Passos,4.1,2070766039,9.78207E+12,eng,1344,9/4/2002,Gallimard,9,1,U.S.A.: 42e Parallèle/L'An premier du siècle/La Grosse galette
7103,John Dos Passos/E.L. Doctorow,4.03,618056831,9.78062E+12,en-US,464,5/25/2000,Mariner Books,2090,123,The Big Money (U.S.A.  #3)
7104,John Dos Passos/E.L. Doctorow,4,618056823,9.78062E+12,en-US,400,5/25/2000,Mariner Books,2185,137,1919 (U.S.A.  #2)
7113,Adam Gopnik/Omar Rayyan,3.6,786838949,9.78079E+12,en-US,410,10/15/2006,Miramax Books,805,108,The King in the Window
7118,Fyodor Dostoyevsky/Ignat Avsey,4.32,192835092,9.78019E+12,eng,1054,8/20/1998,Oxford University Press,235,26,The Karamazov Brothers
7119,Fyodor Dostoyevsky/Constance Garnett/Charles Guignon,4.36,872201937,9.78087E+12,eng,128,10/1/1993,Hackett Publishing Company  Inc.,210,14,The Grand Inquisitor: with related chapters from The Brothers Karamazov
7126,Alexandre Dumas/Robin Buss,4.25,140449264,9.78014E+12,eng,1276,5/27/2003,Penguin Classics,647271,14249,The Count of Monte Cristo
7127,Alexandre Dumas/Brantley Johnson/Margaret Brantley,4.25,743487559,9.78074E+12,eng,620,5/1/2004,Simon  Schuster,193,26,The Count of Monte Cristo
7131,Alexandre Dumas/Lorenzo Carcaterra,4.25,037576030X,9.78038E+12,eng,1462,6/11/2002,Modern Library,9921,586,The Count of Monte Cristo
7135,Fyodor Dostoyevsky/Andrew R. MacAndrew/Konstantin Mochulsky,4.32,553212168,9.78055E+12,eng,1072,4/1/1984,Bantam Classics,1022,154,The Brothers Karamazov
7138,Fyodor Dostoyevsky/Leonard Stanton/James D. Hardy Jr./Sidney Monas/Robin Feuer Miller,4.21,451530063,9.78045E+12,en-US,560,3/7/2006,Signet,2041,183,Crime and Punishment
7139,Lawrence M. Friedman,3.86,465014879,9.78047E+12,eng,590,9/9/1994,Basic Books,112,4,Crime and Punishment in American History
7140,Elliott Currie,3.83,805060162,9.78081E+12,eng,240,10/15/1998,Picador,69,11,Crime and Punishment in America
7141,James Lamar Roberts/Fyodor Dostoyevsky/CliffsNotes,3.72,764586556,9.78076E+12,eng,128,11/7/2000,Cliffs Notes,30,0,Cliffsnotes on Dostoevsky's Crime and Punishment
7142,Cesare Beccaria/David Young,3.92,915144999,9.78092E+12,eng,129,11/1/1986,Hackett Publishing Company  Inc.,1,0,On Crimes and Punishments
7144,Fyodor Dostoyevsky/David McDuff,4.21,143058142,9.78014E+12,eng,671,12/31/2002,Penguin,483122,10265,Crime and Punishment
7150,Fyodor Dostoyevsky/George Gibian/Jessie Coulson,4.21,393096335,9.78039E+12,eng,690,4/1/1964,Norton and Co.,34,5,Crime and Punishment (Norton Critical Editions)
7154,Katherine Beckett/Theodore Sasson,3.87,761929940,9.78076E+12,eng,272,10/16/2003,Sage Publications  Inc,37,2,The Politics of Injustice: Crime and Punishment in America
7160,Naguib Mahfouz,4.08,385264585,9.78039E+12,eng,412,9/20/1989,Anchor Books,363,41,The Beginning and the End
7182,Alexandre Dumas/Robin Buss,3.8,140448926,9.78014E+12,eng,246,4/24/2003,Penguin Classics,10208,598,The Black Tulip
7186,Alexandre Dumas fils/David Coward,3.99,192836382,9.78019E+12,eng,256,3/30/2000,Oxford University Press,15211,411,La Dame aux Camélias
7188,Alexandre Dumas/Robin Buss,3.93,140449779,9.78014E+12,eng,546,4/27/2006,Penguin Classics,292,23,The Women's War
7197,Alexandre Dumas/Julie Rose/Lorenzo Carcaterra,3.89,812969634,9.78081E+12,eng,448,9/14/2004,Modern Library,1172,70,The Knight of Maison-Rouge
7199,Ann-Marie MacDonald,4.09,60586370,9.78006E+12,en-US,848,8/31/2004,Harper Perennial,11330,1011,The Way the Crow Flies
7201,Jeffrey Archer,4.1,312997116,9.78031E+12,eng,800,5/16/2004,St. Martin's Paperbacks,16264,621,As the Crow Flies
7208,Frances Mayes,3.75,767902807,9.78077E+12,en-US,291,8/10/1998,Broadway Books,1036,171,Under The Tuscan Sun - At Home In Italy
7214,Donald Miller,3.9,785263705,9.78079E+12,eng,243,7/15/2003,Thomas Nelson,96614,3718,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality
7220,Sue Monk Kidd,4.05,143036408,9.78014E+12,eng,302,10/4/2005,Penguin Books,1284,169,The Secret Life of Bees
7230,Henri J.M. Nouwen,4.26,232521026,9.78023E+12,eng,100,11/1/1994,Darton  Longman & Todd,8024,317,The Wounded Healer: Ministry in Contemporary Society
7231,Henri J.M. Nouwen/Michael    Ford,4.2,1594710872,9.78159E+12,eng,219,4/1/2006,Ave Maria Press,122,11,The Dance of Life: Weaving Sorrows and Blessings Into One Joyful Step
7240,Kate Sedley,4.07,727891626,9.78073E+12,en-GB,252,2/1/2007,Severn House Publishers,102,10,The Prodigal Son (Roger the Chapman  #15)
7244,Barbara Kingsolver,4.06,60786507,9.78006E+12,eng,546,7/5/2005,Harper Perennial Modern Classics,613758,19846,The Poisonwood Bible
7246,Barbara Kingsolver,4.06,057120175X,9.78057E+12,eng,616,1/10/2000,Faber and Faber,1390,187,The Poisonwood Bible
7252,Jenna Jameson/Neil Strauss,3.76,60539097,9.78006E+12,eng,592,8/17/2004,It Books,10537,806,How to Make Love Like a Porn Star: A Cautionary Tale
7260,Matthew Scully,4.16,312319738,9.78031E+12,eng,448,10/8/2003,St. Martin's Griffin,1171,135,Dominion: The Power of Man  the Suffering of Animals  and the Call to Mercy
7263,Charlie Huston,3.99,345478258,9.78035E+12,eng,251,12/26/2006,Del Rey,4698,202,No Dominion (Joe Pitt  #2)
7264,Randy Alcorn,4.22,1590525930,9.78159E+12,eng,603,5/1/2006,Multnomah Books,4180,104,Dominion (Ollie Chandler #2)
7266,Pamela Duncan Edwards/Troy Howell,3.76,1585361615,9.78159E+12,eng,40,9/30/2005,Sleeping Bear Press,20,5,O Is for Old Dominion: A Virginia Alphabet
7268,Masamune Shirow,3.75,1569714886,9.78157E+12,eng,225,5/2/2000,Dark Horse Manga,298,8,Dominion
7269,Richard B. Primack,3.92,087893720X,9.78088E+12,eng,585,6/21/2007,Sinauer Associates,37,1,Essentials of Conservation Biology
7271,Elliott A. Norse/Larry B. Crowder/Michael E. Soulé,4.59,1559636629,9.78156E+12,eng,496,5/9/2005,Island Press,16,2,Marine Conservation Biology: The Science of Maintaining the Sea's Biodiversity
7277,David W. Macdonald/Alonzo C. Addison/Sandra Baker/Mark S. Boyce/David Brown/Stephen Cobb/N. Mark Collins/C. Patrick Doncaster/John E. Fa/Joshua Ginsberg/Susanna B. Hecht/Katrina Service/Steve Albon/Les Firbank/Eli Geffen/Lise Albrechtsen/Elizabeth J. Asteraki/Christian Bonacic/Marcel Cardillo/Chris R. Dickman/Stephen A. Ellwood/H. Resit Akcakaya/Ruth E. Feber,3.33,1405122498,9.78141E+12,en-GB,307,1/1/2006,Wiley-Blackwell,3,0,Key Topics in Conservation Biology
7286,Jim Dutcher/Eric Baker/Greg Simpson/Richard Ballantine,4.58,964991500,9.78096E+12,eng,191,1/1/1996,Rufus Publications,38,2,The Sawtooth Wolves
7304,Rosita Arvigo/Nadine Epstein,4.13,006251637X,9.78006E+12,eng,221,1/9/2001,HarperOne,66,7,Rainforest Home Remedies: The Maya Way To Heal Your Body and Replenish Your Soul
7315,Zolar,3.68,743222636,9.78074E+12,en-US,480,6/8/2004,Atria Books,72,4,Zolar's Encyclopedia and Dictionary of Dreams: Fully Revised and Updated for the 21st Century
7321,Pamela Ball,3.68,785812148,9.78079E+12,eng,390,4/1/2000,Booksales,36,0,The Complete Dream Dictionary
7331,J.R.R. Tolkien/Baillie Tolkien,4.25,618512659,9.78062E+12,eng,111,11/15/2004,Mariner Books,7043,767,Letters from Father Christmas
7332,J.R.R. Tolkien/Christopher Tolkien/Ted Nasmith,3.92,618391118,9.78062E+12,eng,386,11/15/2004,Houghton Mifflin Company,166136,4750,The Silmarillion
7336,Humphrey Carpenter,4.08,618057021,9.78062E+12,eng,288,6/6/2000,Mariner Books,9057,312,J.R.R. Tolkien: A Biography
7337,J.R.R. Tolkien/Peter S. Beagle,3.99,345345061,9.78035E+12,eng,251,11/12/1986,Del Rey,4200,145,The Tolkien Reader
7338,Janet Brennan Croft/Mark P. Shea/Amy H. Sturgis,3.79,1887726098,9.78189E+12,eng,323,5/9/2005,Mythopoeic Press,39,2,Tolkien on Film: Essays on Peter Jackson's The Lord of the Rings
7339,J.R.R. Tolkien/Christopher Tolkien,3.93,026110263X,9.78026E+12,eng,240,5/2/2006,HarperCollins,3441,78,The Monsters and the Critics and Other Essays
7340,Brian Sibley/John  Howe/J.R.R. Tolkien,4.14,061839110X,9.78062E+12,eng,80,10/2/2003,Houghton Mifflin Harcourt,7649,31,The Maps of Tolkien's Middle-earth
7341,Ralph C. Wood,4.09,664226108,9.78066E+12,eng,169,10/31/2003,Westminster John Knox Press,577,67,The Gospel According to Tolkien: Visions of the Kingdom in Middle-Earth
7342,J.R.R. Tolkien/Christopher Tolkien,4.17,261102206,9.78026E+12,eng,465,2/4/2002,HarperCollins,102,5,The Treason of Isengard: The History of The Lord of the Rings  Part Two (The History of Middle-earth  #7)
7343,John Garth,3.71,618574816,9.78062E+12,en-US,398,6/1/2005,Mariner Books,6230,109,Tolkien and the Great War: The Threshold of Middle-earth
7344,Colin Duriez,4.01,1587680262,9.78159E+12,eng,244,10/8/2003,Paulist Press,1354,53,Tolkien and C.S. Lewis: The Gift of a Friendship
7347,J.R.R. Tolkien/Christopher Tolkien,3.83,345375211,9.78035E+12,eng,367,6/1/1992,Del Rey/Ballantine Books,10727,203,The Book of Lost Tales  Part One (The History of Middle-Earth  #1)
7348,J.R.R. Tolkien,4.05,7105045,9.78001E+12,eng,150,2/5/2001,HarperCollins Publishers Ltd,2357,97,Tree and Leaf: Includes Mythopoeia and The Homecoming of Beorhtnoth
7351,Brian Sibley/Ian McKellen,4.47,618260226,9.78062E+12,eng,192,11/6/2002,Mariner Books,8051,34,The Lord of the Rings: The Making of the Movie Trilogy
7352,Lin Carter,3.76,345215508,9.78035E+12,eng,211,8/12/1972,Ballantine Books (NY),13,0,Tolkien: A Look Behind The Lord of the Rings
7353,J.R.R. Tolkien/Rob Inglis,4.5,1402516274,9.7814E+12,eng,56,2/22/2002,Recorded Books  Inc.,151,16,The Lord of the Rings (The Lord of the Rings  #1-3)
7360,John Berendt,3.92,679643419,9.78068E+12,eng,388,9/27/2005,Modern Library,983,79,Midnight in the Garden of Good and Evil
7361,Philippa Pearce,4.07,140364544,9.78014E+12,eng,238,10/28/1993,Puffin Books,155,10,Tom's Midnight Garden
7366,Temple Grandin/Catherine  Johnson,4.14,156031442,9.78016E+12,eng,358,1/2/2006,Harcourt,7633,975,Animals in Translation: Using the Mysteries of Autism to Decode Animal Behavior
7370,J.R. Hyland,4,1930051158,9.78193E+12,eng,128,6/1/2000,Lantern Books,15,4,God's Covenant with Animals: A Biblical Basis for the Humane Treatment of All Creatures
7375,Harlow Giles Unger,4.37,471468851,9.78047E+12,eng,452,11/1/2003,Wiley (TP),660,92,Lafayette
7388,George  Adamson,4.23,671624970,9.78067E+12,en-US,304,12/31/1987,Simon & Schuster,134,12,My Pride and Joy: An Autobiography
7389,Brian K. Vaughan/Adrian Alphona,3.97,785113797,9.78079E+12,eng,144,12/6/2006,Marvel,24754,859,Runaways  Vol. 1: Pride and Joy
7393,Sandra Steffen,3.33,373194862,9.78037E+12,eng,192,11/24/2000,Silhouette Romance,3,0,Sky's Pride and Joy (Bachelor Gulch #8)
7400,Carol Marinelli,3.6,263181499,9.78026E+12,eng,285,6/1/2004,Mills & Boon,0,0,The Baby Emergency (Tennengarrah Clinic #1)
7415,D.W. Meinig,4.19,300062907,9.7803E+12,eng,636,2/22/1995,Yale University Press,26,2,The Shaping of America: A Geographical Perspective on 500 Years of History: Volume 2: Continental America  1800-1867
7420,Mikhail Bakunin/Robert M. Cutler,3.77,879757450,9.78088E+12,eng,248,5/1/1992,Prometheus Books,100,3,The Basic Bakunin
7422,David Cairns,4.27,520240588,9.78052E+12,en-US,907,10/1/2003,University of California Press,3,0,Berlioz: Servitude and Greatness  1832-1869 (Volume 2)
7430,Juan Bonilla/Esther Allen,3.54,805077812,9.78081E+12,en-US,258,6/27/2006,Metropolitan Books,61,10,The Nubian Prince
7432,Jacqueline Winspear,4.09,312426216,9.78031E+12,eng,359,6/27/2006,Picador USA,23318,1704,Pardonable Lies (Maisie Dobbs  #3)
7437,William S. Burroughs/James Grauerholz/Barry Miles,3.46,802140181,9.7808E+12,eng,289,1/26/2004,Grove Press,65998,2497,Naked Lunch
7439,William S. Burroughs,3.46,7204442,9.78001E+12,eng,289,5/3/2005,HarperCollins Publishers,509,65,Naked Lunch: The Restored Text
7444,Tom Wolfe,3.97,965079929,9.78097E+12,eng,943,12/1/1990,Quality Paperback Book Club,299,14,The Electric Kool-aid Acid Test/The Kandy Kolored Tangerine Flake Streamline Baby/Radical Chic & Mau Mauing the Flak Catchers
7445,Jeannette Walls,4.27,074324754X,9.78074E+12,eng,288,1/17/2006,Scribner,808656,46176,The Glass Castle
7453,Lauren  Levin/Lauren Blitzer,3.62,1416916326,9.78142E+12,eng,250,6/1/2006,Gallery Books,389,37,Same Sex in the City
7454,Amy Sohn/Sarah Jessica Parker,4.01,743456815,9.78074E+12,en-US,160,10/15/2002,Pocket Books,86,6,Sex and the City: Kiss and Tell
7477,Sebastian Faulks,3.63,375502262,9.78038E+12,en-US,563,9/30/2006,Random House (NY),39,12,Human Traces
7480,Sebastian Faulks,3.58,375704531,9.78038E+12,eng,246,12/7/1999,Vintage,4630,272,The Girl at the Lion d'Or
7482,Sebastian Faulks,3.63,99458268,9.7801E+12,eng,793,7/6/2006,Vintage,3541,274,Human Traces
7493,Joseph J. Ellis,3.93,375705244,9.78038E+12,eng,290,2/5/2002,BALLANTINE BOOKS,37996,1631,Founding Brothers: The Revolutionary Generation
7494,James Patterson,4.17,446611085,9.78045E+12,eng,289,8/1/2003,Vision,131662,4267,Suzanne's Diary for Nicholas
7501,Daniel Jonah Goldhagen,3.68,349107866,9.78035E+12,en-GB,634,3/3/1997,Abacus,87,7,Hitler's Willing Executioners: Ordinary Germans and the Holocaust
7503,Daniel Jonah Goldhagen,3.68,344275500X,9.78344E+12,ger,728,7/1/1999,Wilhelm Goldmann Verlag  GmbH,6,1,Hitler's Willinge Vollstrecker: Ganz gewöhlnliche Deutsche und der Holocaust
7505,Luanne Rice,4.06,553587242,9.78055E+12,eng,448,8/3/2004,Bantam,8113,234,Beach Girls
7510,James Patterson/Peter de Jonge,3.84,446612545,9.78045E+12,eng,356,5/1/2003,Grand Central Publishing,74386,1674,The Beach House
7512,Mary Alice Monroe,4.2,778322947,9.78078E+12,eng,491,4/25/2006,Mira Books,10716,1029,The Beach House (Beach House #1)
7515,James Patterson/Peter de Jonge,3.84,316969680,9.78032E+12,eng,358,6/10/2002,Little  Brown and Company,717,57,The Beach House
7520,Brad Thor,4.17,141651631X,9.78142E+12,eng,367,7/1/2005,Pocket Books,15270,485,Path of the Assassin (Scot Harvath  #2)
7524,Patricia D. Netzley,3.6,1560066237,9.78156E+12,eng,112,9/1/1999,Lucent Books,5,1,Presidential Assassins (History Makers)
7526,Michael   Lewis,4.18,039306123X,9.78039E+12,eng,304,9/17/2006,W. W. Norton  Company,24677,1924,The Blind Side: Evolution of a Game
7527,Richard Dawkins,4.08,393315703,9.78039E+12,eng,468,9/17/1996,W. W. Norton  Company,1093,77,The Blind Watchmaker
7529,Laurie Notaro,3.97,812969006,9.78081E+12,en-US,228,6/8/2004,Villard Books,9648,587,I Love Everybody (and Other Atrocious Lies)
7530,Laurie Notaro,3.98,037576092X,9.78038E+12,en-US,257,7/8/2003,Villard,8009,455,Autobiography of a Fat Bride: True Tales of a Pretend Adulthood
7531,Laurie Notaro,3.88,375760911,9.78038E+12,en-GB,225,7/2/2002,Villard,16133,1099,The Idiot Girls' Action-Adventure Club: True Tales from a Magnificent and Clumsy Life
7533,Laurie Notaro,3.92,812969014,9.78081E+12,eng,223,4/19/2005,Villard,10040,439,We Thought You Would Be Prettier: True Tales of the Dorkiest Girl Alive
7534,Laurie Notaro,3.55,1400065011,9.7814E+12,eng,320,5/29/2007,Villard,36,8,There's a (Slight) Chance I Might Be Going to Hell: A Novel of Sewer Pipes  Pageant Queens  and Big Trouble
7536,Laurie Notaro,3.88,3404149475,9.7834E+12,ger,254,8/1/2003,Lübbe,2,1,Anleitung zum Zickigsein
7543,Denis Waitley,4.21,425099997,9.78043E+12,eng,176,10/15/1986,Berkley,1332,64,The Psychology of Winning
7549,Chris Ware,4.09,1594972079,9.78159E+12,spa,380,7/25/2006,Public Square Books,12,1,Jimmy Corrigan: El Chico más Listo del Mundo
7551,Chris Ware,4.35,1897299028,9.7819E+12,eng,64,11/28/2006,Drawn and Quarterly,772,21,The Acme Novelty Library #17
7552,Chris Ware,4.31,375422951,9.78038E+12,en-US,108,9/20/2005,Pantheon Books,2786,77,The Acme Novelty Library
7554,Chris Ware,4.17,1896597661,9.7819E+12,eng,208,11/26/2013,Drawn and Quarterly,504,23,The Acme Novelty Datebook  Vol. 1  1986-1995
7556,Chris Ware,4.09,022407265X,9.78022E+12,en-US,69,11/20/2003,Jonathan Cape,1411,32,Quimby The Mouse
7559,Voltaire/Chris Ware/Theo Cuffe/Michael  Wood,3.77,143039423,9.78014E+12,eng,155,10/25/2005,Penguin Group,1929,193,Candide: or  Optimism
7572,Tom Robbins,3.76,1842430246,9.78184E+12,eng,366,10/11/2001,No Exit Press,44664,1483,Even Cowgirls Get the Blues
7577,Gus Van Sant/Tom Robbins,3.76,571169201,9.78057E+12,eng,199,2/21/1994,Faber  Faber,97,2,Even Cowgirls Get the Blues & My Own Private Idaho
7579,Surya  Das,4.19,767901576,9.78077E+12,en-US,432,6/15/1998,Harmony,12034,285,Awakening the Buddha Within: Eight Steps to Enlightenment
7580,Shirin Ebadi,4.14,1400064708,9.7814E+12,eng,232,5/2/2006,Random House (NY),3187,267,Iran Awakening: A Memoir of Revolution and Hope
7581,Mark Nepo,4.31,1573241172,6.45241E+11,eng,438,5/31/2000,Conari Press,5495,295,The Book of Awakening: Having the Life You Want by Being Present to the Life You Have
7582,Mona Lisa Schulz/Christiane Northrup,3.93,609804243,9.78061E+12,eng,397,4/20/1999,Three Rivers Press,317,32,Awakening Intuition: Using Your Mind-Body Network for Insight and Healing
7584,Charles R. Swindoll,4.33,849911885,9.78085E+12,eng,306,11/19/2006,Thomas Nelson,2068,63,The Grace Awakening: Believing in Grace Is One Thing. Living it Is Another
7585,Frank Wedekind/Eric Bentley,3.8,1557832455,9.78156E+12,eng,126,4/1/2000,Applause Books,3378,137,Spring's Awakening
7586,Kathleen A. Brehony,3.99,1573226327,9.78157E+12,en-US,384,9/1/1997,Riverhead Books,64,8,Awakening at Midlife: A Guide to Reviving Your Spirit  Recreating Your Life  and Returning to Your Truest Self
7588,James Joyce/Seamus Deane,3.61,142437344,9.78014E+12,eng,329,3/25/2003,Penguin Classics,108179,3536,A Portrait of the Artist as a Young Man
7590,James Joyce/Walter Hettche/Hans Walter Gabler/John Paul Riquelme/John Mitchel/Michael Davitt/Canon  Doyle/Pádraic Pearse/Ignatius of Loyola/Giovanni Pietro Pinamont/Walter Pater/Oscar Wilde/Douglas Hyde/Kenneth Burke/Umberto Eco/Hugh Kenner/Hélène Cixous/Karen Lawrence/Maud Ellmann/Bonnie Kime Scott/Joseph Valente/Marian Eide/Pericles Lewis/Jonathan Mulrooney/J.M. Synge,3.61,393926796,9.78039E+12,eng,490,5/1/2007,W. W. Norton & Company,359,35,A Portrait of the Artist As a Young Man
7591,James Joyce/Jim Norton,3.61,9626343664,9.78963E+12,eng,368,8/1/2005,Naxos Audiobooks,27,8,A Portrait of the Artist as a Young Man
7592,James Joyce/Langdon Hammer,3.61,451530152,9.78045E+12,eng,256,6/6/2006,Signet Classics,419,46,A Portrait of the Artist as a Young Man
7596,Jan Greenberg/Sandra Jordan,3.94,440419174,9.78044E+12,eng,144,1/14/2003,Yearling,220,38,Vincent Van Gogh: Portrait of an Artist
7598,Gabriel García Márquez/Brenda K. Marshall/F. Murray Abraham,4.11,1570421129,9.78157E+12,eng,0,4/1/2006,Warner Adult,75,2,A Study Guide to Gabriel Garcia Marquez' One Hundred Years of Solitude
7599,Gabriel García Márquez/Gregory Rabassa,4.07,006112009X,9.78006E+12,eng,448,5/30/2006,Harper Perennial Modern Classics,1608,212,One Hundred Years of Solitude
7600,Gabriel García Márquez,4.07,1857152239,9.78186E+12,eng,416,9/21/1995,Everyman,376,53,One Hundred Years Of Solitude
7603,Azar Nafisi,3.61,081297106X,9.78081E+12,eng,356,12/30/2003,Random House Trade Paperbacks,106493,6561,Reading Lolita in Tehran: A Memoir in Books
7606,Vladimir Nabokov/Alfred Appel,4.28,679727299,9.78068E+12,eng,457,4/23/1991,Vintage Books,2965,358,The Annotated Lolita
7608,Vladimir Nabokov/Jeremy Irons,3.89,739322060,9.78074E+12,eng,12,4/26/2005,Random House Audio,787,239,Lolita
7609,Pam Muñoz Ryan/Claudia Rueda,3.97,439269687,9.78044E+12,eng,40,10/1/2005,Scholastic Press,34,5,Nacho and Lolita
7610,Azar Nafisi,3.61,7178484,9.78001E+12,eng,343,1/2/2004,Fourth Estate,325,56,Reading Lolita in Tehran
7611,Lolita Files,3.79,60786809,9.78006E+12,eng,368,1/10/2006,Amistad,205,27,sex.lies.murder.fame.
7613,George Orwell/Boris Grabnar/Peter Škerl,3.93,452284244,9.78045E+12,eng,122,5/6/2003,NAL,2111750,29677,Animal Farm
7615,Phoebe Dunn,3.86,394862546,9.78039E+12,eng,28,2/12/1984,Random House Books for Young Readers,35,4,Farm Animals (A Chunky Book)
7624,William Golding,3.68,140283331,9.78014E+12,eng,182,10/1/1999,Penguin Books,2036679,26199,Lord of the Flies
7633,Jaroslav Hašek,4.11,141184280,9.78014E+12,eng,752,10/3/2000,Penguin Classic,91,10,Good Soldier Svejk And His Fortunes In The World
7637,Ford Madox Ford/Frank Kermode,3.72,1593082681,9.78159E+12,eng,256,3/28/2005,Barnes  Noble Classics,264,35,The Good Soldier
7656,Ray Bradbury,3.99,8445074873,9.78845E+12,eng,186,4/1/2004,Del Rey,5733,606,Fahrenheit 451
7661,Michael Crichton,3.5,60872985,9.78006E+12,eng,431,11/28/2006,Harper,59354,2540,Next
7662,Michael Crichton,4.06,517084791,9.78052E+12,eng,688,3/1/1993,Wings,1004,31,Three Complete Novels: The Andromeda Strain / The Terminal Man / The Great Train Robbery
7663,Jeffery Hudson/Michael Crichton,3.72,451210638,9.78045E+12,eng,416,8/5/2003,Signet,17135,654,A Case of Need
7664,Michael Crichton,3.99,517101351,9.78052E+12,eng,720,3/6/1994,Wings Books,960,27,A New Collection of Three Complete Novels: Congo / Sphere / Eaters of the Dead
7665,Michael Crichton,3.95,60509058,9.78006E+12,eng,400,11/5/2002,Harpperen,7084,514,Travels
7668,Michael Crichton,3.63,606298231,9.78061E+12,eng,399,8/30/2004,Turtleback Books,42645,717,Rising Sun
7670,Michael Crichton,3.89,60541814,9.78006E+12,eng,327,10/28/2003,Avon Books,202043,2850,The Andromeda Strain (Andromeda  #1)
7672,Michael Crichton,3.59,60541830,9.78006E+12,eng,442,10/28/2003,Avon Books,144636,1546,Congo
7673,Michael Crichton,3.67,60891564,9.78006E+12,eng,304,8/29/2006,Avon,28367,1096,Eaters of the Dead
7674,Michael Crichton/Stephen Lang/Anthony Heald/Blair Brown,4.16,739340336,9.78074E+12,en-GB,0,8/29/2006,Random House Audio,267,7,The Michael Crichton Collection: Airframe / The Lost World / Timeline
7677,Michael Crichton,4.02,030734813X,9.78031E+12,spa,480,4/4/2006,Plaza y Janes,451443,3647,Jurassic Park (Jurassic Park  #1)
7679,Michael Crichton,3.36,60092572,9.78006E+12,eng,266,11/5/2002,Avon,21457,576,The Terminal Man
7681,Michael Crichton,3.48,345354648,9.78035E+12,eng,204,1/13/1989,Ballantine Books,4828,97,Five Patients
7684,Michael Crichton/Anne-Marie Martin,3.63,345409701,9.78035E+12,eng,182,4/7/1999,Ballantine Books,18,1,Twister
7687,J.M. Barrie/Peter Hollindale,3.97,192839195,9.78019E+12,eng,384,7/15/1999,Oxford University Press,366,21,Peter Pan and Other Plays
7694,Kenneth C. Laudon/Jane P. Laudon,3.5,131538411,9.78013E+12,en-US,736,3/1/2005,Prentice Hall,231,16,Management Information Systems: Managing the Digital Firm
7695,Annie Dillard,4.22,60915439,9.78006E+12,eng,76,12/30/1998,Harper Perennial,3722,339,Holy the Firm
7697,Elaine Sciolino,3.82,743284798,9.78074E+12,eng,432,10/3/2005,Free Press,546,53,Persian Mirrors: The Elusive Face of Iran
7700,George Bernard Shaw/Sandie Byrne,3.94,393977536,9.78039E+12,eng,551,5/16/2002,W.W. Norton & Company,125,6,Plays: Mrs Warren's Profession/Man and Superman/Major Barbara/Pygmalion
7707,George Bernard Shaw/Alan Jay Lerner,4.26,451530098,9.78045E+12,eng,240,3/7/2006,Signet,14962,61,Pygmalion & My Fair Lady
7708,George Bernard Shaw,3.67,394604806,9.78039E+12,eng,479,11/12/1979,Modern Library/Random House (NY),11,5,Saint Joan/Major Barbara/Androcles and the Lion
7714,George Bernard Shaw,3.9,486282228,9.78049E+12,eng,82,10/20/1994,Dover Publications,76944,1636,Pygmalion
7716,George Bernard Shaw/Dan H. Laurence/W.J. McCormack,3.9,140437940,9.78014E+12,eng,336,3/27/2003,Penguin Classics,265,10,Plays Pleasant
7717,Peter Kuper/Franz Kafka/Kerstin Hasenpusch,3.79,1400047951,9.7814E+12,eng,78,8/5/2003,Crown,181,26,The Metamorphosis
7718,Peter Kuper/Franz Kafka/Kerstin Hasenpusch,3.79,1400052998,9.7814E+12,eng,80,7/20/2004,Broadway Books,3192,307,The Metamorphosis (Graphic Novel Adaptation)
7721,Franz Kafka/Stanley Corngold,3.81,393967972,9.78039E+12,eng,232,2/17/1996,W. W. Norton & Company,663,48,The Metamorphosis
7723,Franz Kafka/Jason Baker/Donna Freed,4.03,1593080298,9.78159E+12,eng,224,7/1/2003,Barnes  Noble Classics,38114,793,The Metamorphosis and Other Stories
7724,Franz Kafka/Stanley Appelbaum,4.03,486290301,9.78049E+12,eng,88,4/12/1996,Dover Publications,2474,126,The Metamorphosis and Other Stories
